"Plot Title: CT_20739332"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20739332, SEN S/N: 20739332)","Specific Conductance, μS/cm (LGR S/N: 20739332)","Salinity, ppt (LGR S/N: 20739332)"
1,03/08/20 12:46:10 PM,21.06,0.0,0.0123
2,03/08/20 12:46:20 PM,21.06,0.0,0.0123
3,03/08/20 12:46:30 PM,21.05,0.0,0.0123
4,03/08/20 12:46:40 PM,21.05,0.0,0.0123
5,03/08/20 12:46:50 PM,21.06,0.0,0.0123
6,03/08/20 12:47:00 PM,21.07,0.0,0.0123
7,03/08/20 12:47:10 PM,21.07,0.0,0.0123
8,03/08/20 12:47:20 PM,21.08,0.0,0.0123
9,03/08/20 12:47:30 PM,21.10,0.0,0.0123
10,03/08/20 12:47:40 PM,21.11,0.0,0.0123
11,03/08/20 12:47:50 PM,21.10,0.0,0.0123
12,03/08/20 12:48:00 PM,21.08,0.0,0.0123
13,03/08/20 12:48:10 PM,21.08,0.0,0.0123
14,03/08/20 12:48:20 PM,21.07,0.0,0.0123
15,03/08/20 12:48:30 PM,21.13,0.0,0.0123
16,03/08/20 12:48:40 PM,21.13,0.0,0.0123
17,03/08/20 12:48:50 PM,21.13,0.0,0.0123
18,03/08/20 12:49:00 PM,21.15,0.0,0.0123
19,03/08/20 12:49:10 PM,21.15,0.0,0.0123
20,03/08/20 12:49:20 PM,21.15,0.0,0.0123
21,03/08/20 12:49:30 PM,21.15,0.0,0.0123
22,03/08/20 12:49:40 PM,21.13,0.0,0.0123
23,03/08/20 12:49:50 PM,21.15,0.0,0.0123
24,03/08/20 12:50:00 PM,21.12,0.0,0.0123
25,03/08/20 12:50:10 PM,21.11,0.0,0.0123
26,03/08/20 12:50:20 PM,21.11,0.0,0.0123
27,03/08/20 12:50:30 PM,21.11,0.0,0.0123
28,03/08/20 12:50:40 PM,21.15,0.0,0.0123
29,03/08/20 12:50:50 PM,21.15,0.0,0.0123
30,03/08/20 12:51:00 PM,21.15,0.0,0.0123
31,03/08/20 12:51:10 PM,21.15,0.0,0.0123
32,03/08/20 12:51:20 PM,21.13,0.0,0.0123
33,03/08/20 12:51:30 PM,21.10,0.0,0.0123
34,03/08/20 12:51:40 PM,21.08,0.0,0.0123
35,03/08/20 12:51:50 PM,21.07,0.0,0.0123
36,03/08/20 12:52:00 PM,21.07,0.0,0.0123
37,03/08/20 12:52:10 PM,21.05,0.0,0.0123
38,03/08/20 12:52:20 PM,21.05,0.0,0.0123
39,03/08/20 12:52:30 PM,21.03,0.0,0.0123
40,03/08/20 12:52:40 PM,21.06,0.0,0.0123
41,03/08/20 12:52:50 PM,21.10,0.0,0.0123
42,03/08/20 12:53:00 PM,21.08,0.0,0.0123
43,03/08/20 12:53:10 PM,21.08,0.0,0.0123
44,03/08/20 12:53:20 PM,21.07,0.0,0.0123
45,03/08/20 12:53:30 PM,21.07,0.0,0.0123
46,03/08/20 12:53:40 PM,21.06,0.0,0.0123
47,03/08/20 12:53:50 PM,21.06,0.0,0.0123
48,03/08/20 12:54:00 PM,21.06,0.0,0.0123
49,03/08/20 12:54:10 PM,21.06,0.0,0.0123
50,03/08/20 12:54:20 PM,21.05,0.0,0.0123
51,03/08/20 12:54:30 PM,21.05,0.0,0.0123
52,03/08/20 12:54:40 PM,21.08,0.0,0.0123
53,03/08/20 12:54:50 PM,21.02,0.0,0.0123
54,03/08/20 12:55:00 PM,21.00,0.0,0.0123
55,03/08/20 12:55:10 PM,20.98,0.0,0.0123
56,03/08/20 12:55:20 PM,20.96,0.0,0.0123
57,03/08/20 12:55:30 PM,20.96,0.0,0.0123
58,03/08/20 12:55:40 PM,20.97,0.0,0.0123
59,03/08/20 12:55:50 PM,20.96,0.0,0.0123
60,03/08/20 12:56:00 PM,20.95,0.0,0.0123
61,03/08/20 12:56:10 PM,20.93,0.0,0.0123
62,03/08/20 12:56:20 PM,20.92,0.0,0.0123
63,03/08/20 12:56:30 PM,20.95,0.0,0.0123
64,03/08/20 12:56:40 PM,20.92,0.0,0.0123
65,03/08/20 12:56:50 PM,20.91,0.0,0.0123
66,03/08/20 12:57:00 PM,20.92,0.0,0.0123
67,03/08/20 12:57:10 PM,20.91,0.0,0.0123
68,03/08/20 12:57:20 PM,20.90,0.0,0.0123
69,03/08/20 12:57:30 PM,20.91,0.0,0.0123
70,03/08/20 12:57:40 PM,20.91,0.0,0.0123
71,03/08/20 12:57:50 PM,20.92,0.0,0.0123
72,03/08/20 12:58:00 PM,20.95,0.0,0.0123
73,03/08/20 12:58:10 PM,20.97,0.0,0.0123
74,03/08/20 12:58:20 PM,20.97,0.0,0.0123
75,03/08/20 12:58:30 PM,20.95,0.0,0.0123
76,03/08/20 12:58:40 PM,20.97,0.0,0.0123
